,S.N,candidate_name,party_name,EVM Votes,Postal Votes,secured_votes,% of Votes,state_name,constituency_name,constituency_number
269,27,BUSHAKU MAHESWARA REDDY,I,390,-,390,0.03,Andhra Pradesh,Nandyal,17
270,28,U P MUNI REDDY,I,376,-,376,0.03,Andhra Pradesh,Nandyal,17
271,29,GOGULA SUGUNAMMA,J,375,4,379,0.03,Andhra Pradesh,Nandyal,17
272,30,BELLAMKONDA SREENIVASULU,I,352,1,353,0.03,Andhra Pradesh,Nandyal,17
273,31,BALIJA SHIVA KUMAR,I,288,-,288,0.02,Andhra Pradesh,Nandyal,17
274,32,NOTA,N,10538,159,10697,0.76,Andhra Pradesh,Nandyal,17
275,1,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),B,699382,7961,707343,57.46,Andhra Pradesh,Narsapuram,9
276,2,UMABALA GUDURI,Y,426037,4504,430541,34.98,Andhra Pradesh,Narsapuram,9
277,3,K.B.R.NAIDU,I,34298,915,35213,2.86,Andhra Pradesh,Narsapuram,9
278,4,PRASANNA KUMAR UNDURTHI,I,6350,14,6364,0.52,Andhra Pradesh,Narsapuram,9
279,5,MEDAPATI VENKATA VARAHALA REDDY,I,5966,3,5969,0.48,Andhra Pradesh,Narsapuram,9
280,6,SIRRA RAJU,B,5945,69,6014,0.49,Andhra Pradesh,Narsapuram,9
281,7,BALAGAM NAYAKAR,I,5232,8,5240,0.43,Andhra Pradesh,Narsapuram,9
282,8,NALLI RAJESH,I,4684,-,4684,0.38,Andhra Pradesh,Narsapuram,9
283,9,KETHA SREENU,I,3140,5,3145,0.26,Andhra Pradesh,Narsapuram,9
284,10,OLETY NAGENDRA KRISHNA,J,3112,4,3116,0.25,Andhra Pradesh,Narsapuram,9
285,11,ADDEPALLI VEERA VENKAT SUBBA RAO,I,2781,2,2783,0.23,Andhra Pradesh,Narsapuram,9
286,12,ANAND CHANDULAL JASTI,I,2726,-,2726,0.22,Andhra Pradesh,Narsapuram,9
287,13,GANJI PURNIMA,R,1645,4,1649,0.13,Andhra Pradesh,Narsapuram,9
288,14,GEDALA LAXMANA RAO,I,1525,2,1527,0.12,Andhra Pradesh,Narsapuram,9
289,15,ADDANKI DORABABU,I,1388,5,1393,0.11,Andhra Pradesh,Narsapuram,9
290,16,GOTTUMUKKALA SHIVAJI,I,1378,6,1384,0.11,Andhra Pradesh,Narsapuram,9
291,17,ADINARAYANA DUPPANAPUDI,I,1002,5,1007,0.08,Andhra Pradesh,Narsapuram,9
292,18,MANNE LEELA RAMA NARENDRA,P,922,8,930,0.08,Andhra Pradesh,Narsapuram,9
293,19,RAMA DURGA PRASAD THOLETI,I,919,1,920,0.07,Andhra Pradesh,Narsapuram,9
294,20,RUKHMINI,I,683,3,686,0.06,Andhra Pradesh,Narsapuram,9
295,21,ADABALA SIVA,I,682,1,683,0.06,Andhra Pradesh,Narsapuram,9
296,22,NOTA,N,7554,123,7677,0.62,Andhra Pradesh,Narsapuram,9
297,1,LAVU SRIKRISHNA DEVARAYALU,T,798097,9899,807996,53.88,Andhra Pradesh,Narsaraopet,14
298,2,ANIL KUMAR POLUBOINA,Y,642186,6081,648267,43.23,Andhra Pradesh,Narsaraopet,14
299,3,GARNEPUDI ALEXANDER SUDHAKAR,I,17520,526,18046,1.2,Andhra Pradesh,Narsaraopet,14
300,4,ORSU PREMARAJU,B,5276,33,5309,0.35,Andhra Pradesh,Narsaraopet,14
301,5,KUCHIPUDI JOHN BABU,J,2328,8,2336,0.16,Andhra Pradesh,Narsaraopet,14
302,6,GARLAPATI SUBHASH PREM,R,1243,2,1245,0.08,Andhra Pradesh,Narsaraopet,14
303,7,YAMPATI VEERANJANEYA REDDY,I,1056,1,1057,0.07,Andhra Pradesh,Narsaraopet,14
304,8,SUBBARAO CHALLA,I,1051,-,1051,0.07,Andhra Pradesh,Narsaraopet,14
305,9,ABDUL RAJAK SHAIK,I,718,5,723,0.05,Andhra Pradesh,Narsaraopet,14
306,10,KOTA POTHURAJU,P,667,3,670,0.04,Andhra Pradesh,Narsaraopet,14
307,11,P VENKATESH,J,385,3,388,0.03,Andhra Pradesh,Narsaraopet,14
308,12,PASUPULETI PICHAIAH,N,353,3,356,0.02,Andhra Pradesh,Narsaraopet,14
309,13,PAPPULA SAMBASIVA RAO,N,331,1,332,0.02,Andhra Pradesh,Narsaraopet,14
310,14,DOCTOR GODA RAMESH KUMAR,J,305,4,309,0.02,Andhra Pradesh,Narsaraopet,14
311,15,THOKALA NAGA RAJU,A,277,8,285,0.02,Andhra Pradesh,Narsaraopet,14
312,16,NOTA,N,11120,79,11199,0.75,Andhra Pradesh,Narsaraopet,14
313,1,PRABHAKAR REDDY VEMIREDDY,T,750771,15431,766202,55.7,Andhra Pradesh,Nellore,22
314,2,VENUMBAKA VIJAYASAI REDDY,Y,514375,5925,520300,37.82,Andhra Pradesh,Nellore,22
315,3,KOPPULA RAJU,I,53264,1580,54844,3.99,Andhra Pradesh,Nellore,22
316,4,BHASKAR NASINA,B,5710,101,5811,0.42,Andhra Pradesh,Nellore,22
317,5,VIVEKA MANNEPALLI,R,2794,10,2804,0.2,Andhra Pradesh,Nellore,22
318,6,KOPPALA RAGHU,I,2010,5,2015,0.15,Andhra Pradesh,Nellore,22
319,7,GAJULA SOMA SEKHAR,J,1775,4,1779,0.13,Andhra Pradesh,Nellore,22
320,8,SHAIK MUZIBUR RAHAMAN,P,1315,15,1330,0.1,Andhra Pradesh,Nellore,22
321,9,SHAIK MAHABOOB BASHA (MABU),R,1228,5,1233,0.09,Andhra Pradesh,Nellore,22
322,10,MALLEPALLY RAGHU,N,1104,1,1105,0.08,Andhra Pradesh,Nellore,22
323,11,SHAIK SHAFI AHMED,A,1037,-,1037,0.08,Andhra Pradesh,Nellore,22
324,12,NAKKA DINESH,B,576,24,600,0.04,Andhra Pradesh,Nellore,22
325,13,TALARI VENKATAIAH,J,553,5,558,0.04,Andhra Pradesh,Nellore,22
326,14,PUNGANURU PRASANNA GANAPATHI,R,452,2,454,0.03,Andhra Pradesh,Nellore,22
327,15,NOTA,N,15454,123,15577,1.13,Andhra Pradesh,Nellore,22
328,1,MAGUNTA SREENIVASULU REDDY,T,689829,12065,701894,49.35,Andhra Pradesh,Ongole,16
329,2,DR CHEVIREDDY BHASKAR REDD,Y,644052,7643,651695,45.82,Andhra Pradesh,Ongole,16
330,3,EDA SUDHAKARA REDDY,I,25803,919,26722,1.88,Andhra Pradesh,Ongole,16
331,4,DHARANIKOTA LAKSHMI NARAYANA,B,6238,76,6314,0.44,Andhra Pradesh,Ongole,16
332,5,BUCHI EDUKONDALU,I,3046,2,3048,0.21,Andhra Pradesh,Ongole,16
333,6,PODILI RAMBABU,I,3035,38,3073,0.22,Andhra Pradesh,Ongole,16
334,7,ORSU VEENA,J,2242,25,2267,0.16,Andhra Pradesh,Ongole,16
335,8,BONTHA RANGA REDDY,I,1923,-,1923,0.14,Andhra Pradesh,Ongole,16
336,9,BODDU KRANTHI KUMAR,I,1797,1,1798,0.13,Andhra Pradesh,Ongole,16
337,10,MOHAN GOUD J V,I,1442,5,1447,0.1,Andhra Pradesh,Ongole,16
338,11,U MADHU BABU,I,1006,2,1008,0.07,Andhra Pradesh,Ongole,16
339,12,KARATAPU RAJU,I,730,5,735,0.05,Andhra Pradesh,Ongole,16
340,13,JAGADEESH RAYAPATI,I,713,12,725,0.05,Andhra Pradesh,Ongole,16
341,14,DEVIREDDY BALANJANEYULU,I,710,6,716,0.05,Andhra Pradesh,Ongole,16
342,15,HARI PRASAD TUPAKULA,I,706,5,711,0.05,Andhra Pradesh,Ongole,16
343,16,PASAM VENKATESWARLU YADAV,S,699,44,743,0.05,Andhra Pradesh,Ongole,16
344,17,SURYA TEJA KOTA,P,674,9,683,0.05,Andhra Pradesh,Ongole,16
345,18,AKUMALLA MALLIKARJUNA REDDY,I,575,-,575,0.04,Andhra Pradesh,Ongole,16
346,19,VESHAPOGU GURAVABABU,I,457,4,461,0.03,Andhra Pradesh,Ongole,16
347,20,KOMMU YOHANU,L,454,7,461,0.03,Andhra Pradesh,Ongole,16
348,21,SESHUBABU GUDDANTI,I,449,-,449,0.03,Andhra Pradesh,Ongole,16
349,22,SINGAMNENI SREEKANTH,I,407,3,410,0.03,Andhra Pradesh,Ongole,16
350,23,YARRA DASARADHARAMAIAH,I,394,-,394,0.03,Andhra Pradesh,Ongole,16
351,24,KOTA VAMSI KRISHNA,I,365,-,365,0.03,Andhra Pradesh,Ongole,16
352,25,K PAVAN KALYAN,J,362,30,392,0.03,Andhra Pradesh,Ongole,16
353,26,NOTA,N,13066,139,13205,0.93,Andhra Pradesh,Ongole,16
354,1,DAGGUBATI PURANDHESHWARI,B,718641,7874,726515,54.82,Andhra Pradesh,Rajahmundry,8
355,2,DR. GUDURI SRINIVAS,Y,483172,4204,487376,36.77,Andhra Pradesh,Rajahmundry,8
356,3,GIDUGU RUDRARAJU,I,31441,1067,32508,2.45,Andhra Pradesh,Rajahmundry,8
357,4,GANESWARA RAO PARAMATA,B,20277,132,20409,1.54,Andhra Pradesh,Rajahmundry,8
358,5,BATTULA BALARAMAKRISHNA,N,16930,78,17008,1.28,Andhra Pradesh,Rajahmundry,8
359,6,SALOPANTULA RAGHAVENDRA RAO,I,3261,17,3278,0.25,Andhra Pradesh,Rajahmundry,8
360,7,DR. MEDISI RATNARAO ALIAS VINAY,I,3109,6,3115,0.24,Andhra Pradesh,Rajahmundry,8
361,8,MOHANARAO SINGULURI,J,2818,15,2833,0.21,Andhra Pradesh,Rajahmundry,8
362,9,MEDA SRINIVASA RAO,R,2422,7,2429,0.18,Andhra Pradesh,Rajahmundry,8
363,10,BOMMANABOINA VSR MURTHY,I,2173,6,2179,0.16,Andhra Pradesh,Rajahmundry,8
364,11,BHANU CHANDAR KURUVELLA,I,1955,3,1958,0.15,Andhra Pradesh,Rajahmundry,8
365,12,JALLI BALA NAVEENA,I,1250,4,1254,0.09,Andhra Pradesh,Rajahmundry,8
366,13,NOTA,N,24302,133,24435,1.84,Andhra Pradesh,Rajahmundry,8
367,1,P V MIDHUN REDDY,Y,639111,5733,644844,48.38,Andhra Pradesh,Rajampet,24
368,2,NALLARI KIRAN KUMAR REDDY,B,557030,11743,568773,42.67,Andhra Pradesh,Rajampet,24
369,3,SHAIK BASHEED,I,52229,1071,53300,4,Andhra Pradesh,Rajampet,24
370,4,ABBAVARAM UGENDRA,B,12306,57,12363,0.93,Andhra Pradesh,Rajampet,24
371,5,POOLA REDDY SEKHAR,I,6097,3,6100,0.46,Andhra Pradesh,Rajampet,24
372,6,NAGARAJU JETTI,I,5984,15,5999,0.45,Andhra Pradesh,Rajampet,24
373,7,PRADEEP PENAMADU,A,5671,1,5672,0.43,Andhra Pradesh,Rajampet,24
374,8,CHOUDVARAM SUBBANARASAIAH,I,4731,4,4735,0.36,Andhra Pradesh,Rajampet,24
375,9,PULI SREENIVASULU,I,4613,3,4616,0.35,Andhra Pradesh,Rajampet,24
376,10,SREENIVASULU MARRIPATI,I,4436,7,4443,0.33,Andhra Pradesh,Rajampet,24
377,11,AKBAR M BASHA,A,2394,17,2411,0.18,Andhra Pradesh,Rajampet,24
378,12,SANGARAJU NAGESWARA RAJU,I,1523,12,1535,0.12,Andhra Pradesh,Rajampet,24
379,13,MADA RAJA,J,1415,-,1415,0.11,Andhra Pradesh,Rajampet,24
380,14,BATTHALA RAMANAIAH,J,1360,6,1366,0.1,Andhra Pradesh,Rajampet,24
381,15,DODDAPANENI RAJA NAIDU,I,1315,3,1318,0.1,Andhra Pradesh,Rajampet,24
382,16,MAYANA MOHAMMED SALMAN KHAN,L,1069,2,1071,0.08,Andhra Pradesh,Rajampet,24
383,17,KASTURI OBAIAH NAIDU,I,885,2,887,0.07,Andhra Pradesh,Rajampet,24
384,18,ASADI VENKATADRI,I,689,2,691,0.05,Andhra Pradesh,Rajampet,24
385,19,NOTA,N,11324,76,11400,0.86,Andhra Pradesh,Rajampet,24
386,1,KINJARAPU RAMMOHAN NAIDU,T,734501,19827,754328,61.05,Andhra Pradesh,Srikakulam,2
387,2,TILAK PERADA,Y,420394,6033,426427,34.51,Andhra Pradesh,Srikakulam,2
388,3,PEDADA PARAMESWARA RAO,I,6724,448,7172,0.58,Andhra Pradesh,Srikakulam,2
389,4,SANAPALA SRAVAN KUMAR,I,5950,8,5958,0.48,Andhra Pradesh,Srikakulam,2
390,5,NAIDUGARI RAJASEKHAR,B,4661,81,4742,0.38,Andhra Pradesh,Srikakulam,2
391,6,VABA YOGESWARA RAO,I,3472,126,3598,0.29,Andhra Pradesh,Srikakulam,2
392,7,BETHA VIVEKANANDA MAHARAJ,I,2523,13,2536,0.21,Andhra Pradesh,Srikakulam,2
393,8,YEDDU LAKSHMINARAYANA,I,1598,7,1605,0.13,Andhra Pradesh,Srikakulam,2
394,9,BORUBADRA CHANDRAKALA,B,1315,42,1357,0.11,Andhra Pradesh,Srikakulam,2
395,10,IPPILI SEETHARAJU,J,1080,50,1130,0.09,Andhra Pradesh,Srikakulam,2
396,11,KAYA DURGARAO,N,811,7,818,0.07,Andhra Pradesh,Srikakulam,2
397,12,CHELLURI DANIYAL,I,796,20,816,0.07,Andhra Pradesh,Srikakulam,2
398,13,BOMMALI TIRUPATI RAO,P,589,5,594,0.05,Andhra Pradesh,Srikakulam,2
399,14,NOTA,N,24498,107,24605,1.99,Andhra Pradesh,Srikakulam,2
400,1,GURUMOORTHY MADDILA,Y,626702,5526,632228,45.73,Andhra Pradesh,Thirupathi,23
401,2,VARA PRASAD RAO VELAGAPALLI,B,608494,9165,617659,44.67,Andhra Pradesh,Thirupathi,23
402,3,CHINTA MOHAN,I,63790,1733,65523,4.74,Andhra Pradesh,Thirupathi,23
403,4,PENUMURU. GURAPPA,B,10300,206,10506,0.76,Andhra Pradesh,Thirupathi,23
404,5,KATTAMANCHI. PRABHAKAR,I,5796,6,5802,0.42,Andhra Pradesh,Thirupathi,23
405,6,M UMADEVI,J,5387,38,5425,0.39,Andhra Pradesh,Thirupathi,23
406,7,ALLAM.RAJA,I,4948,22,4970,0.36,Andhra Pradesh,Thirupathi,23
407,8,VIJAY KUMAR G.SRKR,L,4108,194,4302,0.31,Andhra Pradesh,Thirupathi,23
408,9,ANJAIAH.P,R,3657,9,3666,0.27,Andhra Pradesh,Thirupathi,23
409,10,V.C. NAVEEN GUPTA,I,1723,8,1731,0.13,Andhra Pradesh,Thirupathi,23
410,11,A. VARAPRASAD,J,1668,30,1698,0.12,Andhra Pradesh,Thirupathi,23
411,12,SYAMDHAN KURAPATI,A,1567,1,1568,0.11,Andhra Pradesh,Thirupathi,23
412,13,C. PUNYAMURTHY,U,1511,4,1515,0.11,Andhra Pradesh,Thirupathi,23
413,14,KARRA SIVA,P,1501,9,1510,0.11,Andhra Pradesh,Thirupathi,23
414,15,VELURU. THEJOVATHI,S,1362,27,1389,0.1,Andhra Pradesh,Thirupathi,23
415,16,C. DAVID,I,1237,2,1239,0.09,Andhra Pradesh,Thirupathi,23
416,17,K. JEEVARATHNAM,I,1203,1,1204,0.09,Andhra Pradesh,Thirupathi,23
417,18,DASARI. GOWTHAM,I,1077,10,1087,0.08,Andhra Pradesh,Thirupathi,23
418,19,VIJAYA KUMAR.G,I,797,4,801,0.06,Andhra Pradesh,Thirupathi,23
419,20,A. MADHU,J,711,-,711,0.05,Andhra Pradesh,Thirupathi,23
420,21,B. BHARANI BAS,A,688,-,688,0.05,Andhra Pradesh,Thirupathi,23
421,22,Y. MAHESH,I,615,7,622,0.04,Andhra Pradesh,Thirupathi,23
422,23,PRASAD PATIBANDLA,I,607,1,608,0.04,Andhra Pradesh,Thirupathi,23
423,24,NOTA,N,15909,209,16118,1.17,Andhra Pradesh,Thirupathi,23
424,1,KESINENI SIVANATH (CHINNI),T,784722,9432,794154,58.21,Andhra Pradesh,Vijayawada,12
425,2,KESINENI SRINIVAS (NANI),Y,505637,6432,512069,37.53,Andhra Pradesh,Vijayawada,12
426,3,BHARGAV VALLURU,I,23498,608,24106,1.77,Andhra Pradesh,Vijayawada,12
427,4,KRISHNA KISHORE YANAMANDRA,N,7710,168,7878,0.58,Andhra Pradesh,Vijayawada,12
428,5,VENKATA ASHOK PAPPURI,I,6672,-,6672,0.49,Andhra Pradesh,Vijayawada,12
429,6,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),I,3199,-,3199,0.23,Andhra Pradesh,Vijayawada,12
430,7,MEKA VENKATESWARA RAO,B,2184,49,2233,0.16,Andhra Pradesh,Vijayawada,12
431,8,ANIL KUMAR MADDINENI,I,1240,-,1240,0.09,Andhra Pradesh,Vijayawada,12
432,9,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),T,609,6,615,0.05,Andhra Pradesh,Vijayawada,12
433,10,SYED KHAMURUNNISA,N,600,1,601,0.04,Andhra Pradesh,Vijayawada,12
434,11,CHAGANTIPATI GANGADHAR GANDHI,P,486,3,489,0.04,Andhra Pradesh,Vijayawada,12
435,12,DATLA LURTHU MERI,J,409,8,417,0.03,Andhra Pradesh,Vijayawada,12
436,13,PERAM SIVA NAGESWARA RAO,R,365,3,368,0.03,Andhra Pradesh,Vijayawada,12
437,14,DEVARASETTY RAVEENDRA BABU,A,328,3,331,0.02,Andhra Pradesh,Vijayawada,12
438,15,GUJJULA LALITHA,S,323,4,327,0.02,Andhra Pradesh,Vijayawada,12
439,16,N DASARADHA RAMI REDDY,A,268,1,269,0.02,Andhra Pradesh,Vijayawada,12
440,17,CHINTHALACHERUVU HEMALATHA,J,239,5,244,0.02,Andhra Pradesh,Vijayawada,12
441,18,NOTA,N,9038,155,9193,0.67,Andhra Pradesh,Vijayawada,12
442,1,SRIBHARAT MATHUKUMILI,T,893884,13583,907467,65.42,Andhra Pradesh,Visakhapatnam,4
443,2,JHANSI LAKSHMI. BOTCHA.,Y,397821,5399,403220,29.07,Andhra Pradesh,Visakhapatnam,4
444,3,P. SATYA REDDY,I,29430,837,30267,2.18,Andhra Pradesh,Visakhapatnam,4
445,4,K.A. PAUL,P,7529,167,7696,0.55,Andhra Pradesh,Visakhapatnam,4
446,5,PEDAPENKI SIVA PRASADA RAO,B,6006,85,6091,0.44,Andhra Pradesh,Visakhapatnam,4
447,6,BIKKAVOLU. CHALAMAJI,N,4883,1,4884,0.35,Andhra Pradesh,Visakhapatnam,4
448,7,V.N. SATYA NARAYANA,R,2534,3,2537,0.18,Andhra Pradesh,Visakhapatnam,4
449,8,ARUNA SRI MURALA,I,1991,2,1993,0.14,Andhra Pradesh,Visakhapatnam,4
450,9,VASUPILLI SURESH,I,1931,2,1933,0.14,Andhra Pradesh,Visakhapatnam,4
451,10,SONDI KRISHNA.,I,1811,7,1818,0.13,Andhra Pradesh,Visakhapatnam,4
452,11,ANDUKURI VIJAYA BHASKAR,I,1098,11,1109,0.08,Andhra Pradesh,Visakhapatnam,4
453,12,DR. GANAPATHI KONGARAPU.,R,944,6,950,0.07,Andhra Pradesh,Visakhapatnam,4
454,13,BANNA. RAMESH,D,941,7,948,0.07,Andhra Pradesh,Visakhapatnam,4
455,14,P. SATYA VANI,P,875,7,882,0.06,Andhra Pradesh,Visakhapatnam,4
456,15,DURGA PRASAD. GUNTU,B,760,7,767,0.06,Andhra Pradesh,Visakhapatnam,4
457,16,CHAPPIDI RAMU,I,756,1,757,0.05,Andhra Pradesh,Visakhapatnam,4
458,17,M.G.M. KHAN,I,738,4,742,0.05,Andhra Pradesh,Visakhapatnam,4
459,18,SHANKAR DEVARA YADAV,I,656,5,661,0.05,Andhra Pradesh,Visakhapatnam,4
460,19,VENU MADHAV KARRI,I,646,1,647,0.05,Andhra Pradesh,Visakhapatnam,4
461,20,DR. ACHUTHA BALAJI YADAV (MURAPALA),B,628,10,638,0.05,Andhra Pradesh,Visakhapatnam,4
462,21,THOTA VENKATA SAI MUKUND,P,628,5,633,0.05,Andhra Pradesh,Visakhapatnam,4
463,22,PIDIDHI APPARAO,I,576,4,580,0.04,Andhra Pradesh,Visakhapatnam,4
464,23,G.A.N. ANAND,I,543,-,543,0.04,Andhra Pradesh,Visakhapatnam,4
465,24,VADDI. HARI GANESH,I,518,2,520,0.04,Andhra Pradesh,Visakhapatnam,4
466,25,JANARDHAN PONNADA.,I,499,1,500,0.04,Andhra Pradesh,Visakhapatnam,4
467,26,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),J,494,6,500,0.04,Andhra Pradesh,Visakhapatnam,4
468,27,JALADI VIJAYA KUMARI,S,463,3,466,0.03,Andhra Pradesh,Visakhapatnam,4
469,28,CHINTADA SURYAM,N,443,5,448,0.03,Andhra Pradesh,Visakhapatnam,4
470,29,GANDIKOTA RAJESH,N,392,1,393,0.03,Andhra Pradesh,Visakhapatnam,4
471,30,KOLLI NAGA RAJU,I,322,7,329,0.02,Andhra Pradesh,Visakhapatnam,4
472,31,METTA RAMA RAO,I,320,6,326,0.02,Andhra Pradesh,Visakhapatnam,4
473,32,LAGUDU. GOVINDA RAO,I,293,1,294,0.02,Andhra Pradesh,Visakhapatnam,4
474,33,MALLA SRAVANI,I,271,2,273,0.02,Andhra Pradesh,Visakhapatnam,4
475,34,NOTA,N,5171,142,5313,0.38,Andhra Pradesh,Visakhapatnam,4
476,1,APPALANAIDU KALISETTI,T,729284,13829,743113,57.2,Andhra Pradesh,Vizianagaram,3
477,2,BELLANA CHANDRASEKHAR,Y,487691,6071,493762,38,Andhra Pradesh,Vizianagaram,3
478,3,BOBBILI SRINU,I,10270,353,10623,0.82,Andhra Pradesh,Vizianagaram,3
479,4,PEERUBANDI PRAKASH RAO,B,7985,53,8038,0.62,Andhra Pradesh,Vizianagaram,3
480,5,VELURI VENKATA TRINADHARAO,I,4146,6,4152,0.32,Andhra Pradesh,Vizianagaram,3
481,6,ALLU SRIRAMULU,I,3396,5,3401,0.26,Andhra Pradesh,Vizianagaram,3
482,7,SIYYADULA YELLA RAO,I,3105,2,3107,0.24,Andhra Pradesh,Vizianagaram,3
483,8,SRINIVASA RAO SAMBHANA,Y,1758,3,1761,0.14,Andhra Pradesh,Vizianagaram,3
484,9,MARISERLA KRISHNAMURTHY NAIDU,I,1617,12,1629,0.13,Andhra Pradesh,Vizianagaram,3
485,10,VANGAPANDU MAHESWARA RAO,N,1544,9,1553,0.12,Andhra Pradesh,Vizianagaram,3
486,11,CHINNAM ARUNA KUMAR,J,1401,10,1411,0.11,Andhra Pradesh,Vizianagaram,3
487,12,ATCHIYYA NAIDU SAMIREDDY,S,1059,11,1070,0.08,Andhra Pradesh,Vizianagaram,3
488,13,ADINARAYANA TADDI,I,855,1,856,0.07,Andhra Pradesh,Vizianagaram,3
489,14,P V A ANANDA SAGAR,I,787,4,791,0.06,Andhra Pradesh,Vizianagaram,3
490,15,SAKHINETI ANANTHA RAJU,P,715,10,725,0.06,Andhra Pradesh,Vizianagaram,3
491,16,NOTA,N,23097,153,23250,1.79,Andhra Pradesh,Vizianagaram,3
492,1,TAPIR GAO,B,140715,4866,145581,45.01,Arunachal Pradesh,Arunachal East,2
493,2,BOSIRAM SIRAM,I,109433,5727,115160,35.6,Arunachal Pradesh,Arunachal East,2
494,3,TAMAT GAMOH,I,26691,912,27603,8.53,Arunachal Pradesh,Arunachal East,2
495,4,SOTAI KRI,I,13227,986,14213,4.39,Arunachal Pradesh,Arunachal East,2
496,5,OMAK NITIK,I,9074,295,9369,2.9,Arunachal Pradesh,Arunachal East,2
497,6,BANDEY MILI,A,6419,203,6622,2.05,Arunachal Pradesh,Arunachal East,2
498,7,NOTA,N,4654,241,4895,1.51,Arunachal Pradesh,Arunachal East,2
499,1,KIREN RIJIJU,B,196415,9002,205417,51.38,Arunachal Pradesh,Arunachal West,1
500,2,NABAM TUKI,I,100100,4579,104679,26.18,Arunachal Pradesh,Arunachal West,1
501,3,TECHI RANA,I,31106,2208,33314,8.33,Arunachal Pradesh,Arunachal West,1
502,4,TOKO SHEETAL,G,27670,2860,30530,7.64,Arunachal Pradesh,Arunachal West,1
503,5,BIMPAK SIGA,I,10569,949,11518,2.88,Arunachal Pradesh,Arunachal West,1
504,6,RUHI TAGUNG,I,7559,262,7821,1.96,Arunachal Pradesh,Arunachal West,1
505,7,LEKI NORBU,I,2139,132,2271,0.57,Arunachal Pradesh,Arunachal West,1
506,8,TANIA JUNE,I,1920,38,1958,0.49,Arunachal Pradesh,Arunachal West,1
507,9,NOTA,N,2133,163,2296,0.57,Arunachal Pradesh,Arunachal West,1
508,1,PHANI BHUSAN CHOUDHURY,A,853642,6471,860113,51.02,Assam,Barpeta,3
509,2,DEEP BAYAN,I,635411,2351,637762,37.83,Assam,Barpeta,3
510,3,MANORANJAN TALUKDAR,C,95020,1118,96138,5.7,Assam,Barpeta,3
511,4,ABUL KALAM AZAD,A,16359,73,16432,0.97,Assam,Barpeta,3
512,5,DEWAN MOHIBUL ISLAM,I,9930,11,9941,0.59,Assam,Barpeta,3
513,6,SAMEJ UDDIN,B,9515,177,9692,0.57,Assam,Barpeta,3
514,7,DULU AHMED,I,9275,63,9338,0.55,Assam,Barpeta,3
515,8,MATIAR RAHMAN,I,7920,15,7935,0.47,Assam,Barpeta,3
516,9,JAGANNATH RAY,I,5474,74,5548,0.33,Assam,Barpeta,3
517,10,SHAJAHAN ALI KHAN,V,4441,7,4448,0.26,Assam,Barpeta,3
518,11,AYNAL HAQUE,I,3174,18,3192,0.19,Assam,Barpeta,3
519,12,CHITRALEKHA DAS,S,3060,71,3131,0.19,Assam,Barpeta,3
520,13,AMZAD ALI,R,2657,22,2679,0.16,Assam,Barpeta,3
521,14,ABUBAKKAR SIDDIQUE,R,2463,14,2477,0.15,Assam,Barpeta,3
522,15,NOTA,N,16888,229,17117,1.02,Assam,Barpeta,3
523,1,DILIP SAIKIA,B,864583,3804,868387,47.95,Assam,Darrang-Udalguri,4
524,2,MADHAB RAJBANGSHI,I,538032,1343,539375,29.78,Assam,Darrang-Udalguri,4
525,3,DURGADAS BORO,B,309040,1534,310574,17.15,Assam,Darrang-Udalguri,4
526,4,DANIEL MARDI,I,14277,14,14291,0.79,Assam,Darrang-Udalguri,4
527,5,AROON BAROOA,B,12519,44,12563,0.69,Assam,Darrang-Udalguri,4
528,6,SWARNA DEVI,G,11067,45,11112,0.61,Assam,Darrang-Udalguri,4
529,7,LALIT PEGU,V,10887,28,10915,0.6,Assam,Darrang-Udalguri,4
530,8,JITENDRA CHALIHA,S,7421,31,7452,0.41,Assam,Darrang-Udalguri,4
531,9,ABUL KASEM,R,4956,17,4973,0.27,Assam,Darrang-Udalguri,4
532,10,BIREN BASAK,B,4605,18,4623,0.26,Assam,Darrang-Udalguri,4
533,11,ABDUL HAMED,R,3721,10,3731,0.21,Assam,Darrang-Udalguri,4
534,12,NOTA,N,23086,118,23204,1.28,Assam,Darrang-Udalguri,4
535,1,RAKIBUL HUSSAIN,I,1468549,3336,1471885,59.99,Assam,Dhubri,2
536,2,MOHAMMED BADRUDDIN AJMAL,A,458202,1207,459409,18.72,Assam,Dhubri,2
537,3,ZABED ISLAM,A,435822,2772,438594,17.88,Assam,Dhubri,2
538,4,S. M. JIAUL HAQUE,B,11978,128,12106,0.49,Assam,Dhubri,2
539,5,FARUK KHAN,I,10986,8,10994,0.45,Assam,Dhubri,2
540,6,BISWAJIT RAY,I,7615,88,7703,0.31,Assam,Dhubri,2
541,7,ALAKESH ROY,I,6950,40,6990,0.28,Assam,Dhubri,2
542,8,HAFIZ BURHANUDDIN,T,6934,6,6940,0.28,Assam,Dhubri,2
543,9,RADHARANI BISWAS,H,6137,150,6287,0.26,Assam,Dhubri,2
544,10,TAHIDUR RAHMAN,V,5384,8,5392,0.22,Assam,Dhubri,2
545,11,SHUKUR ALI,A,4749,43,4792,0.2,Assam,Dhubri,2
